,step,TRANSFER,PAYMENT,DEBIT,CASH_OUT,CASH_IN,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isMerchantOrig,isMerchantDest
567420,23,0,0,1,0,0,1389.21,109687.0,108297.79,1252766.07,1254155.28,0,0,0
3091755,235,0,0,0,1,0,7497.19,0.0,0.0,200269.24,207766.43,0,0,0
6084986,522,0,0,0,1,0,102923.91,73932.0,0.0,76465.2,179389.11,0,0,0
5173530,358,0,1,0,0,0,15576.51,4885.0,0.0,0.0,0.0,0,0,1
2270586,187,0,0,0,0,1,20776.01,52532.0,73308.01,0.0,0.0,0,0,0
3177936,238,0,0,0,1,0,112722.27,5270.0,0.0,0.0,112722.27,0,0,0
2258516,187,0,0,0,1,0,224379.61,0.0,0.0,633007.23,928491.58,0,0,0
4074704,301,0,1,0,0,0,22265.02,262539.51,240274.49,0.0,0.0,0,0,1
3852412,283,0,1,0,0,0,2481.96,0.0,0.0,0.0,0.0,0,0,1
4338200,308,0,1,0,0,0,24164.2,0.0,0.0,0.0,0.0,0,0,1
3849617,282,0,0,0,0,1,43955.69,7676076.49,7720032.18,75599.74,31644.05,0,0,0
5337745,374,0,0,0,1,0,15835.62,112181.0,96345.38,5201541.95,5217377.57,0,0,0
1865752,164,0,0,0,0,1,234.28,14204.0,14438.28,122797.28,122562.99,0,0,0
4356017,309,0,1,0,0,0,1441.1,163372.0,161930.9,0.0,0.0,0,0,1
4858406,348,0,1,0,0,0,5653.3,0.0,0.0,0.0,0.0,0,0,1
4207838,305,0,0,0,1,0,151139.4,0.0,0.0,10661731.19,10812870.59,0,0,0
3335989,253,0,0,0,1,0,290453.88,25167.0,0.0,2239174.24,2529628.12,0,0,0
2820204,226,0,0,0,0,1,336017.91,164.0,336181.91,6882.87,0.0,0,0,0
1732454,161,1,0,0,0,0,507048.75,21616.0,0.0,96590.04,603638.79,0,0,0
2739680,212,0,1,0,0,0,3742.97,1503.0,0.0,0.0,0.0,0,0,1
2153302,184,0,0,0,1,0,137623.68,56152.04,0.0,215020.95,352644.63,0,0,0
3363546,254,0,0,0,1,0,403835.86,99579.0,0.0,0.0,403835.86,0,0,0
2661417,210,0,0,0,1,0,194465.72,106449.0,0.0,80566.24,275031.95,0,0,0
2992398,232,0,0,0,1,0,239500.39,0.0,0.0,2938597.31,3178097.71,0,0,0
917422,43,0,1,0,0,0,6082.97,204247.0,198164.03,0.0,0.0,0,0,1
221859,14,0,1,0,0,0,8915.38,295624.39,286709.01,0.0,0.0,0,0,1
5112634,355,0,0,0,1,0,136916.56,11103.0,0.0,211417.59,348334.15,0,0,0
5818132,401,0,1,0,0,0,20413.77,0.0,0.0,0.0,0.0,0,0,1
1383737,138,0,0,1,0,0,2639.59,0.0,0.0,27418.95,30058.53,0,0,0
1922439,167,0,1,0,0,0,3712.25,31485.0,27772.75,0.0,0.0,0,0,1
3826814,282,0,0,0,1,0,85693.42,212936.0,127242.58,129786.25,215479.67,0,0,0
5451884,379,0,0,0,1,0,15918.99,183119.0,167200.01,1989684.96,2129631.33,0,0,0
620733,34,0,0,0,1,0,114007.09,0.0,0.0,1733470.96,1847478.05,0,0,0
1980572,179,0,0,0,0,1,139586.47,25859.0,165445.47,198949.52,59363.04,0,0,0
4179614,304,0,0,0,1,0,247141.76,225537.0,0.0,137206.86,384348.62,0,0,0
6330833,690,0,0,0,1,0,94711.42,12113.0,0.0,1400245.81,1494957.23,0,0,0
2041790,181,0,0,0,1,0,440080.58,0.0,0.0,1463218.52,1903299.1,0,0,0
482039,19,0,0,0,1,0,175623.05,0.0,0.0,497656.02,673279.07,0,0,0
2505219,205,0,0,0,1,0,225343.03,49631.0,0.0,0.0,225343.03,0,0,0
1125946,131,0,1,0,0,0,30359.08,5350.7,0.0,0.0,0.0,0,0,1
3864388,283,0,0,0,1,0,192276.35,76216.21,0.0,319913.08,512189.43,0,0,0
2514,1,0,0,0,0,1,147987.48,3099733.16,3247720.64,235238.66,87251.18,0,0,0
405208,18,0,1,0,0,0,32101.07,10721.0,0.0,0.0,0.0,0,0,1
3335302,253,0,1,0,0,0,19948.9,18379.0,0.0,0.0,0.0,0,0,1
4873475,348,1,0,0,0,0,118017.74,0.0,0.0,326790.37,444808.11,0,0,0
643760,35,0,0,0,0,1,117238.82,120233.0,237471.82,0.0,0.0,0,0,0
139145,11,0,0,0,1,0,599385.34,92524.0,0.0,23463.0,622848.34,0,0,0
3259270,251,0,0,0,1,0,13634.53,0.0,0.0,1679390.67,1693025.19,0,0,0
2446763,203,0,1,0,0,0,2593.49,22536.0,19942.51,0.0,0.0,0,0,1
599343,33,0,0,1,0,0,5200.03,0.0,0.0,40845.21,46045.24,0,0,0
3309961,252,0,0,0,0,1,309251.19,99838.0,409089.19,335271.79,26020.6,0,0,0
277973,15,0,0,0,1,0,665132.33,0.0,0.0,4611219.89,6063938.34,0,0,0
6165595,550,0,1,0,0,0,3086.79,127262.0,124175.21,0.0,0.0,0,0,1
1446311,140,0,1,0,0,0,5354.19,0.0,0.0,0.0,0.0,0,0,1
2566112,206,1,0,0,0,0,350994.18,0.0,0.0,2994791.15,3345785.33,0,0,0
5702687,398,0,1,0,0,0,7523.56,24160.6,16637.04,0.0,0.0,0,0,1
3322834,253,0,1,0,0,0,47689.17,5549.0,0.0,0.0,0.0,0,0,1
4414952,322,0,0,0,0,1,166710.99,24618.0,191328.99,398465.54,231754.55,0,0,0
4911022,349,0,0,0,1,0,309412.18,470992.43,161580.25,818111.72,1127523.9,0,0,0
49021,9,0,0,0,1,0,46535.23,0.0,0.0,1760438.34,3357457.94,0,0,0
283617,15,0,0,0,1,0,293619.95,28852.0,0.0,144893.65,438513.6,0,0,0
5517190,380,0,0,0,1,0,214316.29,0.0,0.0,679039.79,893356.08,0,0,0
2345928,189,0,0,0,1,0,117738.6,112902.0,0.0,3750720.56,3868459.16,0,0,0
3007277,232,0,0,0,1,0,84726.12,105125.0,20398.88,50520.02,135246.14,0,0,0
3384754,255,0,0,0,0,1,20781.01,21580729.29,21601510.3,1481610.35,1460829.34,0,0,0
1274708,135,0,0,0,1,0,223698.56,51339.0,0.0,298818.34,522516.9,0,0,0
3485381,258,0,0,0,1,0,138778.52,0.0,0.0,257630.9,396409.42,0,0,0
2838263,226,0,0,0,1,0,86172.14,17026.0,0.0,28991.07,115163.21,0,0,0
6074152,517,0,0,0,0,1,165742.68,8575626.65,8741369.33,170783.33,5040.65,0,0,0
4639331,330,0,0,0,0,1,275668.47,3348774.24,3624442.71,555072.67,279404.21,0,0,0
4474222,324,0,0,0,1,0,117709.63,31194.0,0.0,0.0,117709.63,0,0,0
2325016,188,0,1,0,0,0,6158.26,84711.0,78552.74,0.0,0.0,0,0,1
2851070,227,0,0,0,1,0,119246.42,159.0,0.0,553712.79,672959.2,0,0,0
120326,11,0,0,0,1,0,135328.27,821498.58,686170.31,756449.41,891777.67,0,0,0
1621509,157,0,0,0,1,0,345551.63,51262.29,0.0,506844.94,852396.58,0,0,0
3861734,283,0,0,0,1,0,107829.44,59760.0,0.0,174280.99,282110.43,0,0,0
5802161,401,0,0,0,0,1,135892.63,3160.0,139052.63,0.0,0.0,0,0,0
2650249,209,0,1,0,0,0,724.51,73657.55,72933.04,0.0,0.0,0,0,1
5264417,372,0,0,0,1,0,186179.32,0.0,0.0,705887.53,892066.85,0,0,0
606297,34,0,0,0,1,0,120101.2,0.0,0.0,1262899.71,1383000.91,0,0,0
345691,16,0,1,0,0,0,37634.34,559742.57,522108.22,0.0,0.0,0,0,1
5187520,362,1,0,0,0,0,1721239.64,0.0,0.0,2091590.96,3812830.6,0,0,0
375744,17,1,0,0,0,0,1768107.92,21541.0,0.0,0.0,1768107.92,0,0,0
4589746,328,0,0,0,1,0,170754.94,57581.0,0.0,0.0,170754.94,0,0,0
5947280,405,0,1,0,0,0,4027.6,60589.0,56561.4,0.0,0.0,0,0,1
4209603,305,1,0,0,0,0,96305.66,0.0,0.0,403554.14,499859.8,0,0,0
3296457,252,0,0,0,1,0,303302.35,1227.0,0.0,0.0,303302.35,0,0,0
5420252,378,0,0,0,1,0,90703.79,0.0,0.0,161458.67,252162.46,0,0,0
1438716,140,0,0,0,1,0,215333.39,42789.0,0.0,740127.06,955460.45,0,0,0
6046681,492,0,0,0,1,0,192675.07,45461.0,0.0,1205502.1,1398177.16,0,0,0
6351760,705,0,0,1,0,0,19333.48,84930.0,65596.52,536715.45,556048.93,0,0,0
3464359,257,0,0,0,1,0,64733.4,12291.0,0.0,149462.85,214196.25,0,0,0
2984491,231,0,0,0,1,0,246534.35,3369.0,0.0,0.0,246534.35,0,0,0
527675,20,0,0,0,1,0,57689.33,221024.0,163334.67,5553633.56,5611322.89,0,0,0
5118559,356,0,1,0,0,0,6124.8,15853.0,9728.2,0.0,0.0,0,0,1
4146832,303,0,1,0,0,0,17854.0,426276.0,408422.0,0.0,0.0,0,0,1
501966,20,0,1,0,0,0,2229.1,0.0,0.0,0.0,0.0,0,0,1
6206698,587,0,1,0,0,0,6787.23,103.0,0.0,0.0,0.0,0,0,1
1920988,167,1,0,0,0,0,839419.42,20037.0,0.0,87332.03,926751.45,0,0,0
4413611,322,0,0,0,1,0,359771.07,0.0,0.0,715523.39,1075294.45,0,0,0
1464597,140,0,0,0,1,0,269049.58,0.0,0.0,1394199.27,1653147.17,0,0,0
2429229,202,0,1,0,0,0,2124.44,242648.93,240524.49,0.0,0.0,0,0,1
347045,16,0,0,0,0,1,79458.2,24303213.45,24382671.65,524131.5,444673.29,0,0,0
4279209,307,0,1,0,0,0,4543.57,20769.0,16225.43,0.0,0.0,0,0,1
329658,16,0,0,0,1,0,100084.92,79714.0,0.0,0.0,100084.92,0,0,0
4513521,325,0,1,0,0,0,656.06,14615.0,13958.94,0.0,0.0,0,0,1
3140018,236,0,0,0,1,0,250250.89,123179.0,0.0,926618.04,1176868.93,0,0,0
3495330,259,0,0,0,1,0,46855.54,298731.0,251875.46,0.0,46855.54,0,0,0
3013854,232,0,0,0,1,0,36870.7,227890.96,191020.25,315715.74,352586.44,0,0,0
5944874,405,0,1,0,0,0,7889.59,20543.0,12653.41,0.0,0.0,0,0,1
5976463,407,0,1,0,0,0,18030.74,27671.0,9640.26,0.0,0.0,0,0,1
2035877,180,0,1,0,0,0,15505.63,741627.35,726121.71,0.0,0.0,0,0,1
5314878,374,1,0,0,0,0,673484.02,18368.0,0.0,0.0,673484.02,0,0,0
5926283,404,0,1,0,0,0,19386.58,12206.0,0.0,0.0,0.0,0,0,1
5044450,354,0,0,0,1,0,131533.54,0.0,0.0,258940.82,390474.36,0,0,0
1863697,164,0,0,0,1,0,45401.49,0.0,0.0,2632325.47,2677726.96,0,0,0
6012328,448,0,0,0,0,1,97582.72,23.0,97605.72,144969.76,47387.05,0,0,0
4870883,348,0,1,0,0,0,10031.59,0.0,0.0,0.0,0.0,0,0,1
2597803,208,0,1,0,0,0,1148.03,0.0,0.0,0.0,0.0,0,0,1
1276214,135,0,0,0,0,1,182219.69,41721.7,223941.39,2249011.14,2066791.45,0,0,0
5469460,379,0,0,0,1,0,157677.7,0.0,0.0,2932979.44,3090657.14,0,0,0
171186,12,0,1,0,0,0,14797.78,0.0,0.0,0.0,0.0,0,0,1
5356257,375,0,1,0,0,0,10399.79,238395.07,227995.29,0.0,0.0,0,0,1
5127793,356,0,0,0,1,0,179747.2,12846.0,0.0,188631.45,368378.65,0,0,0
3868328,283,0,1,0,0,0,6840.79,61288.0,54447.21,0.0,0.0,0,0,1
2397742,201,0,0,0,0,1,102570.68,4835067.64,4937638.32,234183.49,131612.8,0,0,0
874167,42,0,0,0,0,1,83267.01,710905.43,794172.44,108904.56,462334.16,0,0,0
3871508,283,0,1,0,0,0,3525.66,22855.0,19329.34,0.0,0.0,0,0,1
143245,11,0,1,0,0,0,17770.68,941321.04,923550.36,0.0,0.0,0,0,1
328041,16,0,1,0,0,0,11574.82,46670.18,35095.36,0.0,0.0,0,0,1
5680404,397,0,0,0,0,1,41590.64,19325.0,60915.64,20417.28,0.0,0,0,0
4928299,350,0,0,0,0,1,123037.13,130790.0,253827.13,1323613.1,1200575.97,0,0,0
2274878,187,0,0,0,0,1,35882.03,1888713.36,1924595.4,647326.86,611444.83,0,0,0
5564149,393,0,1,0,0,0,3385.73,41048.0,37662.27,0.0,0.0,0,0,1
3155724,237,0,0,0,0,1,79683.85,39657.0,119340.85,0.0,0.0,0,0,0
2802637,225,0,0,0,0,1,175907.75,101802.0,277709.75,497316.02,321408.27,0,0,0
2331194,188,0,1,0,0,0,5789.25,0.0,0.0,0.0,0.0,0,0,1
2599492,208,0,0,0,0,1,69877.54,9912376.54,9982254.09,261249.81,191372.27,0,0,0
1069423,121,0,1,0,0,0,5182.71,12694.0,7511.29,0.0,0.0,0,0,1
3844090,282,0,0,0,0,1,122233.58,8102227.94,8224461.52,5825896.7,5703663.12,0,0,0
1584865,155,0,0,0,1,0,287159.25,11849.0,0.0,0.0,287159.25,0,0,0
482166,19,1,0,0,0,0,533505.96,30448.0,0.0,78988.92,364718.58,0,0,0
1776577,162,0,0,0,0,1,165159.09,3652754.38,3817913.47,1765194.81,1600035.73,0,0,0
2908824,228,1,0,0,0,0,1179774.41,0.0,0.0,5293798.77,6473573.18,0,0,0
2790595,215,0,1,0,0,0,1289.68,31224.0,29934.32,0.0,0.0,0,0,1
2850014,227,0,0,0,0,1,243777.62,734297.19,978074.81,877255.54,633477.92,0,0,0
766690,39,0,1,0,0,0,4370.1,35137.07,30766.97,0.0,0.0,0,0,1
3087561,235,0,0,0,0,1,204062.86,5079614.04,5283676.89,484841.2,280778.35,0,0,0
4421653,322,0,0,0,1,0,125121.88,0.0,0.0,1546970.38,1672092.26,0,0,0
6205027,586,0,0,0,0,1,234861.84,103988.0,338849.84,0.0,0.0,0,0,0
3381888,254,0,0,0,0,1,106188.42,5371.0,111559.42,133851.76,27663.34,0,0,0
1124294,130,0,1,0,0,0,2693.58,0.0,0.0,0.0,0.0,0,0,1
4583035,328,0,1,0,0,0,28848.56,28043.16,0.0,0.0,0.0,0,0,1
3768025,280,0,0,0,0,1,38669.34,10419376.02,10458045.36,211287.48,172618.13,0,0,0
5520412,380,0,0,0,0,1,70952.85,20102873.13,20173825.98,8619017.79,8548064.94,0,0,0
421730,18,0,1,0,0,0,5461.58,296874.87,291413.29,0.0,0.0,0,0,1
651979,35,0,0,0,1,0,214230.51,9519.0,0.0,893383.07,1107613.58,0,0,0
4270463,307,0,0,0,1,0,210972.88,11478.0,0.0,194396.42,405369.29,0,0,0
3358122,254,0,1,0,0,0,15830.54,161903.0,146072.46,0.0,0.0,0,0,1
1315162,136,0,0,0,1,0,200221.47,124144.0,0.0,16536.91,216758.38,0,0,0
682190,36,0,0,0,1,0,71512.11,0.0,0.0,1661330.12,1732842.23,0,0,0
3907919,284,0,1,0,0,0,7563.44,0.0,0.0,0.0,0.0,0,0,1
3786459,280,0,0,0,1,0,251178.99,36706.0,0.0,406310.44,657489.43,0,0,0
1364052,138,1,0,0,0,0,465663.75,0.0,0.0,11821075.24,12286738.99,0,0,0
5335231,374,1,0,0,0,0,236479.85,0.0,0.0,1580828.6,1817308.45,0,0,0
5811284,401,0,0,0,1,0,227393.48,0.0,0.0,801324.62,1028718.11,0,0,0
3795924,281,0,1,0,0,0,10596.05,97221.0,86624.95,0.0,0.0,0,0,1
4390156,321,0,1,0,0,0,22861.49,0.0,0.0,0.0,0.0,0,0,1
465879,19,0,0,0,1,0,289317.1,0.0,0.0,1452610.52,1618296.66,0,0,0
5757501,400,0,0,0,1,0,362246.81,25553.0,0.0,3978878.85,4341125.66,0,0,0
3722703,278,1,0,0,0,0,342705.9,0.0,0.0,5738144.33,6080850.24,0,0,0
2722331,211,0,1,0,0,0,3178.49,0.0,0.0,0.0,0.0,0,0,1
4213061,305,0,0,0,1,0,411437.9,100241.0,0.0,0.0,411437.9,0,0,0
173609,12,1,0,0,0,0,1544697.14,19217.0,0.0,472284.52,1898912.68,0,0,0
4873425,348,0,1,0,0,0,14806.5,0.0,0.0,0.0,0.0,0,0,1
2190903,185,0,0,0,1,0,279951.22,0.0,0.0,352761.74,632712.96,0,0,0
3749031,279,0,0,0,1,0,193202.83,27480.79,0.0,2108983.13,2302185.97,0,0,0
972903,44,0,1,0,0,0,809.06,0.0,0.0,0.0,0.0,0,0,1
2320924,188,0,1,0,0,0,1103.82,0.0,0.0,0.0,0.0,0,0,1
2021497,180,0,0,0,1,0,8488.02,0.0,0.0,73270.62,81758.64,0,0,0
913949,43,0,0,0,0,1,282793.13,3002328.18,3285121.3,1299182.07,1016388.94,0,0,0
3164318,237,1,0,0,0,0,637312.55,0.0,0.0,2045862.36,2683174.91,0,0,0
2738260,212,0,1,0,0,0,33429.91,0.0,0.0,0.0,0.0,0,0,1
1336969,137,0,0,0,1,0,174576.34,20423.0,0.0,76933.09,251509.42,0,0,0
2781488,214,0,0,0,0,1,45635.9,2323486.63,2369122.53,192607.34,146971.43,0,0,0
6021788,469,0,1,0,0,0,16918.04,0.0,0.0,0.0,0.0,0,0,1
1265931,135,1,0,0,0,0,199933.46,20115.0,0.0,465200.56,1060455.19,0,0,0
5592077,394,0,1,0,0,0,55500.39,33714.15,0.0,0.0,0.0,0,0,1
6234924,594,0,0,0,1,0,155668.01,0.0,0.0,1549848.98,1705516.99,0,0,0
2493956,204,0,0,0,1,0,82228.57,0.0,0.0,254881.44,337110.02,0,0,0
504696,20,1,0,0,0,0,675762.41,23939.07,0.0,6391022.45,7066784.85,0,0,0
3133565,236,0,0,0,0,1,145023.5,4029.0,149052.5,0.0,0.0,0,0,0
199151,13,0,1,0,0,0,2276.49,0.0,0.0,0.0,0.0,0,0,1
4693745,331,0,1,0,0,0,10098.55,3484.83,0.0,0.0,0.0,0,0,1
33834,8,0,1,0,0,0,3187.01,816180.0,812992.99,0.0,0.0,0,0,1
5161354,357,1,0,0,0,0,133455.83,50075.0,0.0,0.0,133455.83,0,0,0
1791611,162,0,0,0,1,0,3155.33,3044.0,0.0,0.0,3155.33,0,0,0
5494715,380,0,0,0,1,0,7286.08,0.0,0.0,813030.67,820316.74,0,0,0
737075,38,0,0,0,1,0,563006.88,15331.0,0.0,0.0,563006.88,0,0,0
5382521,376,0,0,0,1,0,68468.63,0.0,0.0,459376.88,527845.51,0,0,0
4316536,308,0,0,0,0,1,76057.67,39679.0,115736.67,675875.94,599818.27,0,0,0
2805750,225,0,0,0,1,0,185771.77,14920.0,0.0,0.0,185771.77,0,0,0
1467803,140,0,0,0,1,0,340805.54,19173.0,0.0,0.0,340805.54,0,0,0
3160308,237,0,1,0,0,0,9639.4,656.0,0.0,0.0,0.0,0,0,1
5151696,357,1,0,0,0,0,805541.17,73081.04,0.0,2160729.46,2966270.63,0,0,0
1865088,164,0,0,0,1,0,7513.16,100669.0,93155.84,1541728.32,1549241.48,0,0,0
4649941,330,0,0,0,1,0,161255.91,200605.0,39349.09,449326.73,610582.65,0,0,0
4567483,327,0,0,0,1,0,41253.63,5264.0,0.0,0.0,41253.63,0,0,0
1152595,131,0,0,0,1,0,18672.32,0.0,0.0,760681.78,779354.1,0,0,0
3719932,278,0,0,0,1,0,112065.93,34612.0,0.0,0.0,112065.93,0,0,0
1217548,133,0,1,0,0,0,10948.75,0.0,0.0,0.0,0.0,0,0,1
5837969,402,0,1,0,0,0,3268.31,1176046.37,1172778.06,0.0,0.0,0,0,1
2977270,231,1,0,0,0,0,295728.13,0.0,0.0,643517.65,939245.77,0,0,0
4778416,335,0,1,0,0,0,27039.01,114251.3,87212.3,0.0,0.0,0,0,1
4692401,331,0,0,0,1,0,193963.09,0.0,0.0,284996.48,478959.57,0,0,0
5444996,379,0,1,0,0,0,1510.28,314.0,0.0,0.0,0.0,0,0,1
1575645,155,0,1,0,0,0,5795.63,185635.0,179839.37,0.0,0.0,0,0,1
2909156,229,0,0,0,1,0,30007.42,0.0,0.0,87210.67,117218.09,0,0,0
5975817,407,0,1,0,0,0,18397.13,308020.0,289622.87,0.0,0.0,0,0,1
417453,18,0,0,0,1,0,161300.59,19837.0,0.0,88.0,940742.62,0,0,0
2550332,206,0,1,0,0,0,12341.31,524954.06,512612.75,0.0,0.0,0,0,1
3035605,234,0,1,0,0,0,4202.86,0.0,0.0,0.0,0.0,0,0,1
2500783,204,0,1,0,0,0,10694.33,221716.13,211021.8,0.0,0.0,0,0,1
5880994,403,0,0,0,1,0,65025.29,305697.0,240671.71,935378.96,1000404.26,0,0,0
4067902,300,0,0,0,0,1,55604.22,13806.0,69410.22,482041.85,426437.63,0,0,0
4656337,330,0,0,0,1,0,142621.59,240884.17,98262.58,925701.82,1068323.41,0,0,0
1867933,164,0,0,0,1,0,180690.24,0.0,0.0,2801974.79,2982665.04,0,0,0
1837759,163,0,0,0,0,1,41765.73,146557.0,188322.73,3642978.62,3601212.89,0,0,0
5002834,353,0,0,0,0,1,116214.23,3477313.9,3593528.13,215604.51,99390.28,0,0,0
65244,9,0,0,0,0,1,148652.6,4282118.96,4430771.56,233928.0,118172.7,0,0,0
702123,37,0,1,0,0,0,13059.11,327510.82,314451.71,0.0,0.0,0,0,1
4330544,308,0,0,0,0,1,256652.21,11630.0,268282.21,68930.33,0.0,0,0,0
4069325,300,0,0,0,1,0,23488.93,71254.0,47765.07,140086.22,163575.15,0,0,0
3293868,252,0,1,0,0,0,16319.43,45357.0,29037.57,0.0,0.0,0,0,1
1717651,160,0,0,0,0,1,259421.84,31839.0,291260.84,363016.68,103594.84,0,0,0
4496496,325,0,0,0,1,0,147957.5,0.0,0.0,596908.59,744866.09,0,0,0
5126432,356,0,1,0,0,0,9236.21,10955.0,1718.79,0.0,0.0,0,0,1
2524663,205,0,1,0,0,0,2655.71,373586.95,370931.24,0.0,0.0,0,0,1
5472671,379,0,0,0,1,0,261783.29,20131.0,0.0,268810.13,530593.41,0,0,0
1159098,131,0,1,0,0,0,10727.25,21718.0,10990.75,0.0,0.0,0,0,1
3461992,257,0,0,0,0,1,243483.45,23168618.56,23412102.01,3884680.54,3641197.09,0,0,0
1156300,131,0,1,0,0,0,16515.46,47918.0,31402.54,0.0,0.0,0,0,1
3908901,284,0,0,0,1,0,162685.45,18035.0,0.0,176102.01,338787.45,0,0,0
644805,35,1,0,0,0,0,967147.56,0.0,0.0,1346738.85,2313886.41,0,0,0
1748506,161,0,0,0,0,1,139902.0,3849459.91,3989361.91,8266910.9,8127008.9,0,0,0
1076771,129,0,1,0,0,0,3725.28,125496.18,121770.9,0.0,0.0,0,0,1
6322484,688,0,0,0,1,0,74609.6,17749.0,0.0,207559.82,282169.42,0,0,0
2769840,213,1,0,0,0,0,466832.71,32380.0,0.0,176297.15,643129.86,0,0,0
5435964,378,0,0,0,1,0,260437.47,0.0,0.0,2540514.31,2800951.78,0,0,0
3717901,278,0,0,0,1,0,150851.08,0.0,0.0,341826.51,492677.59,0,0,0
4339007,308,0,0,0,0,1,115678.22,58844.0,174522.22,1422633.41,1306955.19,0,0,0
6161767,550,0,1,0,0,0,9321.38,0.0,0.0,0.0,0.0,0,0,1
14800,8,0,0,0,1,0,231016.59,0.0,0.0,836894.52,1800557.56,0,0,0
2869420,227,0,0,0,1,0,62229.33,0.0,0.0,165991.98,228221.31,0,0,0
2965901,231,0,0,0,0,1,188445.51,9000486.12,9188931.63,1732015.82,1543570.32,0,0,0
6335691,691,0,0,0,0,1,2206.69,66768.0,68974.69,20547.73,18341.04,0,0,0
268449,15,0,0,0,0,1,81105.9,2881586.93,2962692.83,3166762.64,2676926.93,0,0,0
4141420,303,1,0,0,0,0,389326.61,5585.0,0.0,10879.71,400206.32,0,0,0
6200090,574,0,1,0,0,0,5871.85,15860.0,9988.15,0.0,0.0,0,0,1
2965552,231,0,0,0,1,0,162328.34,0.0,0.0,225012.34,387340.68,0,0,0
6048841,492,0,0,0,0,1,156446.7,15918.0,172364.7,1800440.33,1643993.63,0,0,0
1507059,144,0,1,0,0,0,13827.5,38386.0,24558.5,0.0,0.0,0,0,1
6123987,540,0,0,0,0,1,108391.77,11038243.16,11146634.93,223476.03,115084.26,0,0,0
2368009,191,0,0,0,1,0,10501.93,50034.0,39532.07,2016544.45,2027046.37,0,0,0
4074009,301,0,0,0,1,0,85197.04,13715.0,0.0,1128189.13,1213386.17,0,0,0
5431903,378,0,1,0,0,0,17658.87,0.0,0.0,0.0,0.0,0,0,1
1081180,129,0,0,0,0,1,228982.86,3703445.39,3932428.25,4295182.97,4066200.11,0,0,0
4892508,349,0,0,0,1,0,54901.02,0.0,0.0,160968.57,215869.59,0,0,0
4771891,335,0,1,0,0,0,16455.56,6040.2,0.0,0.0,0.0,0,0,1
701413,37,1,0,0,0,0,52752.17,129820.08,77067.91,1201029.34,1489647.23,0,0,0
6217194,589,0,0,0,0,1,30355.63,15487.0,45842.63,0.0,0.0,0,0,0
2637560,209,0,0,0,0,1,238896.02,2270208.87,2509104.88,382035.57,143139.55,0,0,0
2040667,181,0,0,0,1,0,172506.27,30137.0,0.0,10030511.64,10292160.93,0,0,0
3703244,277,1,0,0,0,0,381851.58,0.0,0.0,3160641.54,3542493.12,0,0,0
805906,40,0,0,0,1,0,32896.77,6014.0,0.0,2076402.84,2109299.61,0,0,0
3634781,274,0,1,0,0,0,8156.72,0.0,0.0,0.0,0.0,0,0,1
21959,8,0,0,0,0,1,77971.38,10271.0,88242.38,0.0,0.0,0,0,0
5007408,353,0,0,0,1,0,6158.08,0.0,0.0,8647.66,14805.74,0,0,0
5656354,396,0,0,0,1,0,273828.28,507.0,0.0,160524.21,434352.49,0,0,0
5663812,396,0,0,0,0,1,335702.33,2096281.92,2431984.25,613159.84,277457.51,0,0,0
6323712,688,1,0,0,0,0,76931.61,101681.0,24749.39,41893.03,118824.65,0,0,0
5815558,401,0,0,0,1,0,199359.91,55013.0,0.0,2956711.64,3156071.55,0,0,0
1332977,137,0,1,0,0,0,17836.98,15304.45,0.0,0.0,0.0,0,0,1
4161607,304,0,0,0,1,0,179217.24,0.0,0.0,240870.7,477466.41,0,0,0
3200501,249,0,1,0,0,0,13408.52,14656.0,1247.48,0.0,0.0,0,0,1
5704067,398,0,0,0,1,0,125563.92,0.0,0.0,1000092.38,1125656.3,0,0,0
4381158,311,0,1,0,0,0,271.59,59264.0,58992.41,0.0,0.0,0,0,1
4321552,308,0,1,0,0,0,13001.95,97534.0,84532.05,0.0,0.0,0,0,1
6235066,594,0,0,0,1,0,240118.99,17301.0,0.0,12344773.84,12584892.83,0,0,0
382049,17,0,0,0,0,1,192453.47,118.0,192571.47,365168.3,172714.83,0,0,0
822433,40,0,0,0,0,1,82506.6,1115791.58,1198298.19,704517.74,789547.64,0,0,0
4305437,307,0,0,0,1,0,273885.97,0.0,0.0,826998.49,1100884.46,0,0,0
614922,34,0,1,0,0,0,17414.68,165801.88,148387.2,0.0,0.0,0,0,1
1398230,139,0,0,0,1,0,16987.6,27864.0,10876.4,1036800.26,1053787.86,0,0,0
3207600,249,0,0,0,0,1,205540.3,21077488.48,21283028.78,4951764.77,4746224.47,0,0,0
1713527,160,0,1,0,0,0,19538.91,0.0,0.0,0.0,0.0,0,0,1
5488609,380,0,0,0,0,1,76255.91,69214.0,145469.91,10674.32,0.0,0,0,0
5953588,405,0,1,0,0,0,4538.09,16639.0,12100.91,0.0,0.0,0,0,1
5837121,402,0,1,0,0,0,2257.39,131378.1,129120.71,0.0,0.0,0,0,1
443030,19,0,0,0,1,0,24015.75,0.0,0.0,351757.11,375772.86,0,0,0
5983913,408,0,0,0,1,0,61532.6,0.0,0.0,1013824.06,1075356.66,0,0,0
6127363,540,1,0,0,0,0,972724.11,123284.0,0.0,0.0,972724.11,0,0,0
1449307,140,0,0,0,1,0,117249.67,0.0,0.0,274182.95,391432.62,0,0,0
